url,searched_hashtag,location_name,location_id,user_name,user_id,taken_at,comment_count,like_count,text,hashtags,commenters,number_of_posts
https://www.instagram.com/p/ChVImgKpmhN,mustang1967,,,321_horses,21055747211,1660674041,1,21,"“𝑰 𝒏𝒆𝒗𝒆𝒓 𝒕𝒉𝒐𝒖𝒈𝒉𝒕 𝒂𝒃𝒐𝒖𝒕 𝒅𝒚𝒊𝒏𝒈. 𝑻𝒉𝒆 𝒅𝒂𝒚 𝒚𝒐𝒖 𝒘𝒆𝒓𝒆 𝒃𝒐𝒓𝒏, 𝒊𝒕 𝒘𝒂𝒔 𝒂𝒍𝒓𝒆𝒂𝒅𝒚 𝒘𝒓𝒊𝒕𝒕𝒆𝒏 𝒅𝒐𝒘𝒏 𝒕𝒉𝒆 𝒅𝒂𝒚 𝒚𝒐𝒖’𝒓𝒆 𝒈𝒐𝒏𝒏𝒂 𝒄𝒉𝒆𝒄𝒌 𝒐𝒖𝒕.” 

1967 Shelby Cobra put together with 
——————————————————
@shelbyamerican

Check out!
——————————————————
@mississauga_mustang_group 
@theontariomustangclub 
@northern_hooning 
@mustangmagazine 
@ford 

Hashtags:
——————————————————
#mustang #mustanggt #mustang1967 #mustang2017 #carrollshelby #superformance #shelbysuperformance #shelbysunday #mississauga_mustang_group #mustangfanclub #mustanglife #shelby #shelbyamerican #canadianmustangregistry #mustanglife #mustangsaddiction #mustangmagazine #mustangsofinstagram #shebycobra #shelbycobra427 #shebycobra1967 #shelbycobras #shelbyfamily #shelbyamerican #shelbygoodkind #mustangclub #theontariomustangclub #mustanggang #mustangfans 

Comments:
——————————————————","['#mustang', '#mustanggt', '#mustang1967', '#mustang2017', '#carrollshelby', '#superformance', '#shelbysuperformance', '#shelbysunday', '#mississauga_mustang_group', '#mustangfanclub', '#mustanglife', '#shelby', '#shelbyamerican', '#canadianmustangregistry', '#mustanglife', '#mustangsaddiction', '#mustangmagazine', '#mustangsofinstagram', '#shebycobra', '#shelbycobra427', '#shebycobra1967', '#shelbycobras', '#shelbyfamily', '#shelbyamerican', '#shelbygoodkind', '#mustangclub', '#theontariomustangclub', '#mustanggang', '#mustangfans']","[{'username': 'pnisha_23', 'text': 'DM it on @alphavehicle'}]",7812
https://www.instagram.com/p/ChS2EG3MMVQ,mustang1967,Ford Mustang 1967,2627601963980438,zamangaka._jackson,4488751362,1660597214,2,24,"Sketching a FORD MUSTANG OF 1967 WITH a Windsor 289 v8 engine

#artgallery #art2022artist #sketch #sketch2022 #mustang #mustang1967","['#artgallery', '#art2022artist', '#sketch', '#sketch2022', '#mustang', '#mustang1967']","[{'username': 'business01131', 'text': 'Send your pic👉🏼 @motorized_lovers'}, {'username': 'business01131', 'text': 'Send your pic👉🏼 @motorized_lovers'}]",7812
https://www.instagram.com/p/ChSqFfrrs2w,mustang1967,,,timmiata,41586871881,1660590933,2,82,#mustang #ford #fordmustang #mustang1967 #1967 #musclecar #v8 #v8power #302 #oldtimer #60s #classic #blue #warm #summer #photograpghy #carphotography #carsofinstagram #mustangfanclub #pony,"['#mustang', '#ford', '#fordmustang', '#mustang1967', '#1967', '#musclecar', '#v8', '#v8power', '#302', '#oldtimer', '#60s', '#classic', '#blue', '#warm', '#summer', '#photograpghy', '#carphotography', '#carsofinstagram', '#mustangfanclub', '#pony']","[{'username': 'promo.net_2906', 'text': 'SEND PIC👉 @INSTAOFMOTORIZED'}, {'username': 'vk055_4200', 'text': 'Send your pic👉🏼 @motorized_lovers'}]",7812
https://www.instagram.com/p/ChSZriJILna,mustang1967,"Hamburg, Germany",213110159,jannkarrasch,36265185,1660582332,0,44,"Analog instruments 😍📸
(1967 Ford Mustang Convertible)
.
.
.
.
.
#ford #mustang #fordmustang #mustangfanclub #mustanglife #mustang1967 #67convertible #mustangs #fordmustanggt #fordmustangs #hamburg #carphotography #mustanggt #fordmustangclub #mustanglovers #mustanglove #worldwidestangs #classiccar #mustlecar #ponycars #superstangs #mustangculture #mustangfanclub #americanclassicsmag #ClassicsFeature @mustangsworld @american_muscle_cars_official","['#ford', '#mustang', '#fordmustang', '#mustangfanclub', '#mustanglife', '#mustang1967', '#67convertible', '#mustangs', '#fordmustanggt', '#fordmustangs', '#hamburg', '#carphotography', '#mustanggt', '#fordmustangclub', '#mustanglovers', '#mustanglove', '#worldwidestangs', '#classiccar', '#mustlecar', '#ponycars', '#superstangs', '#mustangculture', '#mustangfanclub', '#americanclassicsmag', '#ClassicsFeature']",[],7812
https://www.instagram.com/p/ChR9dj7P51u,mustang1967,"Osaka, Japan",773060607,kstyle5963,3721237459,1660567538,1,30,"WORK💐
.
.
.
.
.
.
.

#team_shikoku 
#大阪 #igmasters  #ig_world_photo #streetleaks #inspirationcultmag #rawurbanshots #お花屋さん 
#けしからん風景 #AGameoftones #RECO_ig #icu_japan #unknownjapan 
#stayandwander #wondersofnippon #ストリートフォト #スナップ写真 #sunset #way2ill #japancityblues #梅田
#streetclassics #citygrammers #explorejapan #discoverjapan #広がり同盟 #暗がり同盟 #mustang1967 
#今日もx日和 #土曜日の小旅行","['#team_shikoku', '#大阪', '#igmasters', '#ig_world_photo', '#streetleaks', '#inspirationcultmag', '#rawurbanshots', '#お花屋さん', '#けしからん風景', '#AGameoftones', '#RECO_ig', '#icu_japan', '#unknownjapan', '#stayandwander', '#wondersofnippon', '#ストリートフォト', '#スナップ写真', '#sunset', '#way2ill', '#japancityblues', '#梅田', '#streetclassics', '#citygrammers', '#explorejapan', '#discoverjapan', '#広がり同盟', '#暗がり同盟', '#mustang1967', '#今日もx日和', '#土曜日の小旅行']","[{'username': 'nature_._._.01', 'text': 'Dm on it @earth.travel.ig🥰'}]",7812
https://www.instagram.com/p/ChRqxMcLKVF,mustang1967,Kaáli Autó-Motor Múzeum,100540241805060,car_spotting_around_the_wrld,54004582996,1660557737,1,11,"Ford Mustang🇺🇸

#ford #fordmustang #fordmustangs #mustang #mustangs #oldmustang #oldmustangs #mustang1967 #old #oldtimer #oldtimers #oldtimercar #oldtimercars #oldschool #oldschools #oldschoolcar #oldschoolcars #car #cars #carspotting #carspottinginhungary #carspottingatlakebalaton #carspotter #carspotters #lakebalaton #hungary","['#ford', '#fordmustang', '#fordmustangs', '#mustang', '#mustangs', '#oldmustang', '#oldmustangs', '#mustang1967', '#old', '#oldtimer', '#oldtimers', '#oldtimercar', '#oldtimercars', '#oldschool', '#oldschools', '#oldschoolcar', '#oldschoolcars', '#car', '#cars', '#carspotting', '#carspottinginhungary', '#carspottingatlakebalaton', '#carspotter', '#carspotters', '#lakebalaton', '#hungary']","[{'username': 'shutout_done2', 'text': 'Send pic on❤️ @florida_icons'}]",7812
https://www.instagram.com/p/ChPy0PpIQyL,mustang1967,"Hamburg, Germany",213110159,jannkarrasch,36265185,1660494847,0,38,"Classic American interieur 📸
(1967 Ford Mustang Convertible)
.
.
.
.
.
#ford #mustang #fordmustang #mustangfanclub #mustanglife #mustang1967 #67convertible #mustangs #fordmustanggt #fordmustangs #hamburg #carphotography #mustanggt #fordmustangclub #mustanglovers #mustanglove #worldwidestangs #classiccar #mustlecar #ponycars #superstangs #mustangculture #mustangfanclub #americanclassicsmag #ClassicsFeature @mustangsworld @american_muscle_cars_official","['#ford', '#mustang', '#fordmustang', '#mustangfanclub', '#mustanglife', '#mustang1967', '#67convertible', '#mustangs', '#fordmustanggt', '#fordmustangs', '#hamburg', '#carphotography', '#mustanggt', '#fordmustangclub', '#mustanglovers', '#mustanglove', '#worldwidestangs', '#classiccar', '#mustlecar', '#ponycars', '#superstangs', '#mustangculture', '#mustangfanclub', '#americanclassicsmag', '#ClassicsFeature']",[],7812
https://www.instagram.com/p/ChPdpazATPQ,mustang1967,Yonge-Dundas Square,422923602,relto96,18252673645,1660483749,12,90,"Bright lights, big city.
#torontonightlife #mustang1967 #mallusincanada #nightlife 
.
.
.
PC:@adarsh7145","['#torontonightlife', '#mustang1967', '#mallusincanada', '#nightlife']","[{'username': 'relto96', 'text': '@milo_the_beagle_022 meow ...meow'}, {'username': 'mertil65', 'text': '😍'}]",7812
https://www.instagram.com/p/ChsQ26QMALD,mustang1967,,,jamesbaron,236540373,1661450122,0,7,#lego#creatorexpert#ford#mustang1967 🐎🇺🇸,['#lego#creatorexpert#ford#mustang1967'],[],7812
https://www.instagram.com/p/Chppd0nrjZM,mustang1967,Mérida Yucatán,842259895933428,cocheradeldragon,18620499064,1661362360,2,29,"⚠️🅿️REVENT🅰️⚠️
 🔥 🔥 🔥 🔥 🔥

Greenlight 1:18 
Adonis Creed’s 1967 Ford Mustang Coupe (Matte Black)
Creed (2015) – Hollywood
✨️✨️✨️✨️✨️✨️
$1️⃣,4️⃣9️⃣0️⃣
🚨🚨🚨🚨🚨

📣📣📣📣📣📣📣📣📣📣📣
Pocas piezas dísponibles.
Tres días para concretar.
Llegan en 10 dias aproximadamente.
Conoce nuestro sistema de pagos fijos* en piezas en stock.
Más información al  9993927237 
https://www.facebook.com//cocheradragon
ESTAMOS EN MÉRIDA  Y ENVIAMOS A TODO EL PAÍS.

#merida #yucatan #mexico🇲🇽 
#cocheradragon #diecast #mustang1967 #fordmustangmexico #fordmustangs #fordmérida #mustangmerida @total_mustang @fordmx @los8mustangclub @mustang_merida_club","['#merida', '#yucatan', '#mexico🇲🇽', '#cocheradragon', '#diecast', '#mustang1967', '#fordmustangmexico', '#fordmustangs', '#fordmérida', '#mustangmerida']","[{'username': 'bolilloux', 'text': 'Cual es el precio?'}, {'username': 'cocheradeldragon', 'text': '@bolilloux 1,490'}]",7812
https://www.instagram.com/p/ChocicFORy6,mustang1967,,,ivanziral,6714442877,1661322028,5,31,Ssshhhhheeennnn  the beast is almost ready. #mustang #musclecar #mustang1967 #classiccars,"['#mustang', '#musclecar', '#mustang1967', '#classiccars']","[{'username': 'novaisabeast', 'text': 'So when do you want to race 😂'}, {'username': 'ivanziral', 'text': '@novaisabeast you’ll win'}]",7812
https://www.instagram.com/p/ChnQwZDIiQK,mustang1967,Überall Auf Der Welt,1135512509870573,helenas_art_x,9526758427,1661282296,3,56,"#polishgirl#germany#photography#everydayeverywhere#oldtimer#mustang#mustang1968#mustang1967#blackandred#photooftheday

#zdjeciednia#klasyki#najlepsze#port#wszędzie 

@hillstreetcars @a_red_68 @zabuchcia","['#polishgirl#germany#photography#everydayeverywhere#oldtimer#mustang#mustang1968#mustang1967#blackandred#photooftheday', '#zdjeciednia#klasyki#najlepsze#port#wszędzie']","[{'username': 'alpha.pkk20', 'text': 'DM it on @alphavehicle'}, {'username': 'zabuchcia', 'text': '🔥🔥❤️❤️'}]",7812
https://www.instagram.com/p/ChmRU0GO6Bp,mustang1967,,,classiccarbuyer.co.uk,7556114396,1661249043,1,90,"It's #TaillightTuesday 🔦 

@oldngreen67
.
.
.
.
#vintagemustangs #classic #classiccar #classicmustang #oldschoolcars #musclecar #v8 #bigblock #ford #mustang #mustang67 #hhstangs #uscar #dreamcars #mustangfastback #sunset #oldtimer #fordmustang #fordmustangfastback #mustang1967","['#TaillightTuesday', '#vintagemustangs', '#classic', '#classiccar', '#classicmustang', '#oldschoolcars', '#musclecar', '#v8', '#bigblock', '#ford', '#mustang', '#mustang67', '#hhstangs', '#uscar', '#dreamcars', '#mustangfastback', '#sunset', '#oldtimer', '#fordmustang', '#fordmustangfastback', '#mustang1967']","[{'username': 'shree.mb11', 'text': 'Send Pic 👍 @ALPHAVEHICLE'}]",7812
https://www.instagram.com/p/Chl9vofsSK2,mustang1967,,,juno.orcus,54645798069,1661238774,2,38,"The folks at Ford knew that while everyone thinks they want to drive a sports car, few buyers in 1964 were actually willing to put up with sports car hallmarks like a choppy ride, poor weather sealing and tiny trunks. Thus, the Mustang was designed to be a sporty car that gave drivers the feel and sensation of being in a sports car without the practical drawbacks.
#cars #car #mustang #mustangcoupe #mustang1967","['#cars', '#car', '#mustang', '#mustangcoupe', '#mustang1967']","[{'username': 'itzz__aaru___2111', 'text': 'Send pic👉@cars_community_'}, {'username': 'emiya.rk3', 'text': 'Dm it on❤️ @alphavehicle'}]",7812
https://www.instagram.com/p/ChkZnDPL14H,mustang1967,,,fuelmedia.at,13284655045,1661186275,9,68,"Pony in freier Wildbahn

#Mustang #1stgenmustang #MustangGT #Mustangs #Mustang67 #Mustang1967 #67Mustang #1967Mustang #vintagemustang #vintagemustangs #vintagecar#instacar #mustangfamily #Ford #americanmuscle #musclecar #stangworld #mustangsfamily #Mustangfanclub #FordMustang #Mustanglovers #ponycar #classicmustang #MustangGTA #V8 #sonya7ii #automotivephotography #automobile #instacar","['#Mustang', '#1stgenmustang', '#MustangGT', '#Mustangs', '#Mustang67', '#Mustang1967', '#67Mustang', '#1967Mustang', '#vintagemustang', '#vintagemustangs', '#vintagecar#instacar', '#mustangfamily', '#Ford', '#americanmuscle', '#musclecar', '#stangworld', '#mustangsfamily', '#Mustangfanclub', '#FordMustang', '#Mustanglovers', '#ponycar', '#classicmustang', '#MustangGTA', '#V8', '#sonya7ii', '#automotivephotography', '#automobile', '#instacar']","[{'username': 'urmumswinecellar', 'text': 'God the 67 is sooo good looking'}, {'username': 'nic_kefgen', 'text': 'Love those fastback’s'}]",7812
https://www.instagram.com/p/ChkSxkbuyO0,mustang1967,"Miami, Florida",212941492,thewhite.rabbitco,53040078442,1661182691,19,83,"The Poppy Set is a classy set that will make you stand out it display a little V neckline with little ruffled short sleeves in a cropped style. The maxi skirt is a comfortable fitted skirt with a ruffled hemline ♥️

🐇🐇🐇
#poppy#love#redblue#limited#onlythree#summervibes #almostgone#fall is coming #love#style#fashion#boutique#miami#shop #mustang#doral#classy#mustang1967 #oldies","['#poppy#love#redblue#limited#onlythree#summervibes', '#almostgone#fall', '#love#style#fashion#boutique#miami#shop', '#mustang#doral#classy#mustang1967', '#oldies']","[{'username': 'cristianejesus654', 'text': '❤🌹❤🌹'}, {'username': '8unnynco', 'text': '😍'}]",7812
https://www.instagram.com/p/Chjs6smsj6Z,mustang1967,,,juno.orcus,54645798069,1661162843,4,17,"1967 Ford Mustang Coupe 
#mustang #car #cars #mustangs #mustang1967coupe #mustang1967","['#mustang', '#car', '#cars', '#mustangs', '#mustang1967coupe', '#mustang1967']","[{'username': 'baby.vj5', 'text': 'DM it on @ALPHAVEHICLE'}, {'username': 'bhadu1917', 'text': 'Let’s do it @motors._.world'}]",7812
https://www.instagram.com/p/Chjn_QPs1BR,mustang1967,,,juno.orcus,54645798069,1661160259,3,22,"In over 50 years of its existence, Ford Mustang made appearances in various movies over 33,000 times. In 1964, the Mustang made an appearance in the popular movie Goldfinger. Later on, a 1986 Mustang GT model was featured in the movie Bullitt released in 1968. The car enjoyed star treatment in various films thanks to its powerful design. (1967 Ford Mustang Coupe)
#cars #car #mustang #mustang1967 #mustangs #mustang1967coupe","['#cars', '#car', '#mustang', '#mustang1967', '#mustangs', '#mustang1967coupe']","[{'username': 'emiya.rk2', 'text': 'Dm it on❤️ @alphavehicle'}, {'username': 'qq_343_', 'text': 'Send pic 👉@usa_.community__'}]",7812
